,error_baseline,performance_baseline,error_task,performance_task,bdi,condition_list,pid,pid_nr,confidence_baseline,confidence_task,error_change_baseline,error_change_task,estimate_baseline,estimate_task,subtrial_std_baseline,subtrial_var_baseline,subtrial_std_task,subtrial_var_task,subtrial_error_mean_baseline,subtrial_error_variance_baseline,subtrial_error_std_baseline,subtrial_error_mean_task,subtrial_error_variance_task,subtrial_error_std_task,a_empirical,feedback,session
52,[],[],"[ 13.   5. -23.  -1. -17. -17.   3.   3.   4.   3.  -4.  -2.   7. -27.
   3.]",[13.  5. 23.  1. 17. 17.  3.  3.  4.  3.  4.  2.  7. 27.  3.],18.0,neut,5c72707561dd7e0001a16274,52,[],[50. 49. 26. 18. 24. 42. 20. 25. 36. 13.  0. 15. 17. 39. 36.],[],[ -8.  18. -22.  16.   0. -14.   0.   1.  -1.   1.  -2.   5.  20. -24.],[],"[39.33333333 37.         75.33333333 51.33333333 95.66666667 70.
 57.         81.         56.         49.66666667 59.         60.66666667
 33.33333333 74.         42.33333333]",[],[],"[23.96525262 22.60530911  8.50490055 30.08875759 12.50333289 24.2693222
 33.         50.22947342 35.04283094 24.17298768 13.07669683 45.6216323
 23.96525262 49.27473998 32.62412195]","[ 574.33333333  511.           72.33333333  905.33333333  156.33333333
  589.         1089.         2523.         1228.          584.33333333
  171.         2081.33333333  574.33333333 2428.         1064.33333333]",[],[],[],"[ 7.33333333  5.         19.          9.33333333 13.33333333 19.33333333
  7.66666667  2.66666667  7.33333333  7.33333333  8.33333333  2.
  3.33333333 13.66666667 10.66666667]","[ 24.33333333  16.          28.         234.33333333  82.33333333
  94.33333333  65.33333333   0.33333333  72.33333333  86.33333333
 104.33333333   1.          10.33333333 169.33333333 200.33333333]","[ 4.93288286  4.          5.29150262 15.30795     9.07377173  9.71253486
  8.08290377  0.57735027  8.50490055  9.29157324 10.21436896  1.
  3.21455025 13.0128142  14.15391583]","[-0.9999999999, -1.09523809523288, 0.3636363636380165, 0.2857142857129252, 180000000000.0, 1.0000000000045455, -0.26315789473822715, -0.55000000000275, -1.0454545454497934, 1.0833333333423611, 14.9999999985, 1.9999999998, 1.0999999999945, -0.9999999999666667]",[51. 70.  4. 39. 24. 20.  1.  5. 58.  1.  1. 16. 37. 42. 58.],0
53,[],[],"[ 10.   1. -41.  -5. -29. -45.  -6. -60.  -8.  -5. -20.   2. -19. -38.
  -5.]",[10.  1. 41.  5. 29. 45.  6. 60.  8.  5. 20.  2. 19. 38.  5.],2.0,neut,5c7456844761e00015c6a5dc,53,[],"[ 61.  71.  56.  57.  17. 100.  51. 100.  66.  65.  37.  53.  69.  69.
  70.]",[],[ -9.  40. -36.  24.  16. -39.  54. -52.  -3.  15. -18.  17.  19. -33.],[],"[34.66666667 25.33333333 42.33333333 41.66666667 69.66666667 53.66666667
 38.         42.66666667 39.66666667 28.33333333 37.33333333 45.33333333
 22.         48.33333333 35.66666667]",[],[],"[25.71640203 11.37248141 21.5019379  24.17298768  7.3711148  26.50157228
 26.51414717 23.797759   21.22105872 10.96965511  6.65832812 26.65207934
 11.26942767 29.93882652 33.20140559]","[ 661.33333333  129.33333333  462.33333333  584.33333333   54.33333333
  702.33333333  703.          566.33333333  450.33333333  120.33333333
   44.33333333  710.33333333  127.          896.33333333 1102.33333333]",[],[],[],"[ 6.          7.33333333 29.33333333 19.         37.33333333 35.66666667
 22.66666667 35.66666667 21.         14.66666667 16.66666667 16.66666667
 10.         30.         14.        ]","[ 13.          60.33333333 144.33333333 436.          54.33333333
  66.33333333 289.33333333 824.33333333 633.          76.33333333
  44.33333333 485.33333333  61.         409.         271.        ]","[ 3.60555128  7.76745347 12.01388086 20.88061302  7.3711148   8.14452782
 17.0098011  28.71120571 25.15949125  8.73689495  6.65832812 22.03028219
  7.81024968 20.22374842 16.46207763]","[100000000000.0, -0.7894736842063713, -0.052631578947645426, -2.1052631578836567, 82.9999999917, 2.227272727282851, -2.333333333344444, 1.54545454546157, -0.04999999999975, 1.2727272727330579, -16.0000000016, 160000000000.0, 0.0, -1.0000000001]",[61. 90. 37. 76. 18. 78. 30. 78. 86. 43. 36. 53. 89. 68. 91.],0
54,[],[],"[ 26.   3.   3.   3. -12.  -7.   3. -22.  31.   2.  14.  11.   1. -12.
   2.]",[26.  3.  3.  3. 12.  7.  3. 22. 31.  2. 14. 11.  1. 12.  2.],9.0,neut,5c75aa774f23e50015135016,54,[],[70. 70. 64. 60. 43. 56. 63. 45. 58. 69. 45. 61. 65. 60. 75.],[],[-23.   0.   0.   9.  -5.  -4.  19.   9. -29.  12.  -3. -10.  11. -10.],[],"[42.         42.         80.         58.         96.66666667 75.
 54.66666667 62.33333333 69.         49.33333333 68.         64.66666667
 33.33333333 72.66666667 43.66666667]",[],[],"[32.92415527 32.92415527 30.         38.62641583  2.88675135 35.
 33.24655371 35.01904244 41.38840417 26.00640947  0.         40.50102879
 18.7705443  43.08518694 35.79571669]","[1084.         1084.          900.         1492.            8.33333333
 1225.         1105.33333333 1226.33333333 1713.          676.33333333
    0.         1640.33333333  352.33333333 1856.33333333 1281.33333333]",[],[],[],"[10.         10.         11.          4.66666667 10.33333333 14.33333333
  8.         16.66666667 13.          9.         14.          5.33333333
  1.33333333  7.          8.66666667]","[193.         193.         169.           4.33333333   8.33333333
  41.33333333  61.         190.33333333 252.         109.
   0.          24.33333333   0.33333333  25.         133.33333333]","[13.89244399 13.89244399 13.          2.081666    2.88675135  6.42910051
  7.81024968 13.79613472 15.87450787 10.44030651  0.          4.93288286
  0.57735027  5.         11.54700538]","[0.0, -0.2857142857129252, 0.200000000001, -0.8947368421005542, 130000000000.0, -0.368421052633518, 0.9000000000044999, -0.6190476190505668, 0.54999999999725, 1.2000000000059998, 7.9999999996, 40000000000.0, -0.24999999999875003, -15.0000000015]",[70. 91. 44. 79. 43. 37. 43. 24. 78. 49. 47. 61. 85. 59. 97.],0
55,[],[],"[  1.   1.  36.  -3.  28.  33.   3.  42.  11.  11.   6.   6. -14. -37.
  -2.]",[ 1.  1. 36.  3. 28. 33.  3. 42. 11. 11.  6.  6. 14. 37.  2.],13.0,neut,5c786b0af066ff000168cd80,55,[],[34. 43. 26. 42. 33. 34. 48. 32. 46. 43. 26. 33. 41. 28. 36.],[],[  0.  35. -33.  25.   5. -30.  39. -31.   0.  -5.   0.   8.  23. -35.],[],"[ 30.66666667  37.66666667 106.66666667  69.66666667 111.
  90.66666667  75.66666667 112.66666667  62.66666667  44.33333333
  53.33333333  61.66666667  27.66666667  60.33333333  38.        ]",[],[],"[21.07921567 22.94195574 31.50132272 61.02731629 21.37755833 47.60602203
 73.65007355 77.2031951  38.55299383 12.01388086  7.63762616 37.5277675
 10.78579312 39.39966159 27.87471973]","[ 444.33333333  526.33333333  992.33333333 3724.33333333  457.
 2266.33333333 5424.33333333 5960.33333333 1486.33333333  144.33333333
   58.33333333 1408.33333333  116.33333333 1552.33333333  777.        ]",[],[],[],"[ 2.          5.66666667 35.         11.         14.66666667 20.66666667
 22.33333333 34.33333333  6.66666667  7.33333333  5.33333333  5.66666667
  5.66666667 18.         14.33333333]","[  1.          20.33333333   3.         273.         158.33333333
 144.33333333 721.33333333 800.33333333  20.33333333  22.33333333
  16.33333333   2.33333333  52.33333333 291.         386.33333333]","[ 1.          4.50924975  1.73205081 16.52271164 12.58305739 12.01388086
 26.85764944 28.29016319  4.50924975  4.72581563  4.04145188  1.52752523
  7.23417814 17.05872211 19.65536398]","[90000000000.0, -0.84999999999575, -0.727272727276033, -0.44999999999775003, 10000000000.0, -0.736842105267036, 0.800000000004, -0.736842105267036, -0.1428571428564626, 0.8500000000042499, 6.9999999993, 80000000000.0, -0.6499999999967501, 80000000000.0]",[34. 63.  4. 62. 33. 15. 28. 13. 67. 23. 27. 33. 61. 28. 58.],0
56,[],[],"[ 10.   1. -28.  -1. -22. -37.  -2. -12. -13.   1. -11. -24. -20. -48.
   1.]",[10.  1. 28.  1. 22. 37.  2. 12. 13.  1. 11. 24. 20. 48.  1.],17.0,neut,5c793a4d8fbcb100016b7717,56,[],[73. 81. 35. 54. 59. 31. 58. 46. 53. 66. 22. 62. 76. 51. 71.],[],[ -9.  27. -27.  21.  15. -35.  10.   1. -12.  10.  13.  -4.  28. -47.],[],"[35.66666667 34.         67.66666667 57.66666667 78.66666667 57.
 49.66666667 73.33333333 41.66666667 40.33333333 50.66666667 54.66666667
 27.66666667 54.66666667 29.66666667]",[],[],"[24.58319209 20.78460969 10.59874206 32.65475973 17.38773514 14.73091986
 33.24655371 41.93248542 16.01041328 18.00925688  6.65832812 50.71817557
  5.6862407  31.72275734 15.0443788 ]","[ 604.33333333  432.          112.33333333 1066.33333333  302.33333333
  217.         1105.33333333 1758.33333333  256.33333333  324.33333333
   44.33333333 2572.33333333   32.33333333 1006.33333333  226.33333333]",[],[],[],"[ 4.33333333  2.         14.66666667 19.         28.33333333 32.33333333
 11.          7.66666667 22.33333333  6.          4.         10.
  9.         23.66666667 20.66666667]","[  24.33333333    3.          149.33333333  259.          302.33333333
  305.33333333  103.           16.33333333  549.33333333   39.
   37.          156.           93.          576.33333333 1160.33333333]","[ 4.93288286  1.73205081 12.22020185 16.09347694 17.38773514 17.4737899
 10.14889157  4.04145188 23.43786111  6.244998    6.08276253 12.489996
  9.64365076 24.00694344 34.06366588]","[3.9999999998, -2.421052631566205, -1.0000000000052631, 0.24999999999875003, 14.0000000007, -1.4210526315864265, 0.6315789473717451, -0.3333333333349206, 0.6190476190446712, 2.4444444444580244, 39.999999996, 13.9999999986, -1.1904761904705217, 19.999999998]","[ 75. 100.  16.  74.  57.  12.  39.  25.  74.  48.  23.  63.  97.  52.
  90.]",0
57,[],[],"[ 21.   9.   3.   4.  23. -17.   4.   3.   6.  -1.  31.  -4.  -9.  -7.
  -1.]",[21.  9.  3.  4. 23. 17.  4.  3.  6.  1. 31.  4.  9.  7.  1.],6.0,neut,5c797c97f066ff001568d639,57,[],"[ 43. 100.  26.  42.  23.  15.  12.  22.  32.  48.   8.  29.  56.  48.
  69.]",[],[-12.  -6.   1.  19.  -6. -13.  -1.   3.  -5.  30. -27.   5.  -2.  -6.],[],"[ 41.66666667  38.33333333  88.33333333  56.66666667 135.
  87.33333333  80.          78.33333333  71.66666667  68.33333333
  78.33333333  61.66666667  30.          83.33333333  50.        ]",[],[],"[28.86751346 18.92969449 18.92969449 28.43120352 13.22875656 36.07399802
 50.74445783 42.52450274 48.56267428 42.52450274  7.63762616 43.68447474
 13.22875656 52.04164999 51.96152423]","[ 833.33333333  358.33333333  358.33333333  808.33333333  175.
 1301.33333333 2575.         1808.33333333 2358.33333333 1808.33333333
   58.33333333 1908.33333333  175.         2708.33333333 2700.        ]",[],[],[],"[ 9.66666667  6.33333333 16.66666667 14.         28.         12.
 19.33333333  8.         11.         26.         24.33333333  3.66666667
  4.66666667  9.66666667  1.66666667]","[9.63333333e+01 6.33333333e+00 1.46333333e+02 1.39000000e+02
 1.75000000e+02 4.90000000e+01 2.57333333e+02 2.10000000e+01
 3.90000000e+01 5.25000000e+02 5.83333333e+01 3.33333333e-01
 1.63333333e+01 5.43333333e+01 1.33333333e+00]","[ 9.81495458  2.51661148 12.09683154 11.78982612 13.22875656  7.
 16.04161255  4.58257569  6.244998   22.91287847  7.63762616  0.57735027
  4.04145188  7.3711148   1.15470054]","[570000000000.0, -740000000000.0, -0.727272727276033, -0.9499999999952501, -3.9999999998, 0.25000000000208333, -0.9090909090991736, -0.5000000000025, 0.8421052631534627, 2.00000000001, 210000000000.0, 270000000000.0, -0.44444444444197534, 210000000000.0]","[ 43. 100.   4.  62.  25.   3.   1.   2.  51.  28.   8.  29.  74.  48.
  89.]",0
58,[],[],"[ 11.   4. -27.  -1. -17. -57.  -1. -37.  -4.  -1. -14.  16.  -4.  13.
  -1.]",[11.  4. 27.  1. 17. 57.  1. 37.  4.  1. 14. 16.  4. 13.  1.],11.0,neut,5c7ac45e6476be001628101d,58,[],"[ 40.  70.  41.  79.  62.  52.  79.  42.  68. 100.  67.  62.  62.  51.
  63.]",[],[ -7.  23. -26.  16.  40. -56.  36. -33.  -3.  13.   2. -12.   9. -12.],[],"[36.66666667 31.66666667 56.66666667 56.66666667 96.66666667 63.33333333
 50.         53.33333333 56.66666667 43.33333333 50.         73.33333333
 30.         86.66666667 53.33333333]",[],[],"[24.66441431 16.07275127 20.81665999 40.41451884  5.77350269 15.27525232
 26.45751311 28.86751346 40.41451884 20.81665999 10.         55.07570547
 17.32050808 57.73502692 57.73502692]","[ 608.33333333  258.33333333  433.33333333 1633.33333333   33.33333333
  233.33333333  700.          833.33333333 1633.33333333  433.33333333
  100.         3033.33333333  300.         3333.33333333 3333.33333333]",[],[],[],"[ 5.33333333  3.         15.          4.         10.33333333 30.
 14.66666667 25.          4.          3.66666667  8.         13.33333333
  2.          9.          5.        ]","[ 26.33333333   3.         133.           9.          33.33333333
 657.         380.33333333 432.           9.           6.33333333
  28.         126.33333333   3.          48.          48.        ]","[ 5.13160144  1.73205081 11.53256259  3.          5.77350269 25.63201124
 19.50213664 20.78460969  3.          2.51661148  5.29150262 11.2398102
  1.73205081  6.92820323  6.92820323]","[-30.000000003, -1.380952380945805, -2.0000000000105262, -0.84999999999575, -9.999999999, -1.3500000000067498, 1.7619047619131518, -1.1818181818235536, 1.599999999992, 1.500000000006818, -50000000000.0, 0.0, -0.54999999999725, 11.9999999988]",[39. 91. 22. 99. 63. 32. 58. 20. 88. 78. 67. 63. 82. 52. 83.],0
59,[],[],"[ -4.   4. -37.   4. -22. -22.  -3. -32.  -4.  -3.  -9. -19.  -4. -32.
  -1.]",[ 4.  4. 37.  4. 22. 22.  3. 32.  4.  3.  9. 19.  4. 32.  1.],1.0,neut,5c80677f09fed80001cbef53,59,[],[78. 80. 85. 75. 62. 80. 85. 65. 80. 80. 64. 75. 67. 69. 83.],[],[  0.  33. -33.  18.   0. -19.  29. -28.  -1.   6.  10. -15.  28. -31.],[],"[27.66666667 27.66666667 46.66666667 46.66666667 88.33333333 60.
 39.33333333 56.66666667 41.66666667 39.33333333 43.33333333 34.
 30.         56.66666667 35.        ]",[],[],"[19.3993127  11.2398102  20.81665999 29.29732639 10.40833    25.
 27.22743714 31.75426481 18.92969449 18.47520861  2.88675135 16.52271164
 17.32050808 31.75426481 25.98076211]","[ 376.33333333  126.33333333  433.33333333  858.33333333  108.33333333
  625.          741.33333333 1008.33333333  358.33333333  341.33333333
    8.33333333  273.          300.         1008.33333333  675.        ]",[],[],[],"[ 4.33333333  7.         25.         16.66666667 18.66666667 29.33333333
 21.33333333 21.66666667 19.          3.66666667 10.66666667 26.66666667
  2.         21.66666667 14.66666667]","[2.33333333e+00 3.70000000e+01 1.33000000e+02 1.36333333e+02
 1.08333333e+02 2.36333333e+02 2.94333333e+02 3.20333333e+02
 8.19000000e+02 3.33333333e-01 8.33333333e+00 7.46333333e+02
 3.00000000e+00 3.20333333e+02 5.60333333e+02]","[ 1.52752523  6.08276253 11.53256259 11.67618659 10.40833    15.37313674
 17.15614564 17.89785834 28.61817604  0.57735027  2.88675135 27.31910199
  1.73205081 17.89785834 23.67136104]","[20000000000.0, 0.2631578947354571, 0.5555555555586419, -0.590909090906405, 17.9999999982, -0.21739130434877124, 1.1111111111172838, -0.681818181821281, 0.0, 0.695652173916068, -5.5000000002750005, -7.9999999992, 0.0999999999995, -14.0000000014]","[ 78.  99.  67.  97.  63.  57.  67.  43.  99.  57.  62.  76.  87.  68.
 100.]",0
60,[],[],"[ -4.  -4. -27.  -3. -14. -19.   1. -42. -16.  -1.  21. -10.  -7. -37.
  -5.]",[ 4.  4. 27.  3. 14. 19.  1. 42. 16.  1. 21. 10.  7. 37.  5.],6.0,neut,5c84660bde75d400160280ed,60,[],[81. 73. 68. 77. 61. 72. 59. 58. 76. 81. 72. 88. 77. 71. 69.],[],[  0.  23. -24.  11.   5. -18.  41. -26. -15.  20. -11.  -3.  30. -32.],[],"[27.66666667 26.66666667 60.33333333 40.33333333 87.66666667 70.
 49.66666667 50.         48.33333333 44.         62.66666667 44.33333333
 29.         51.66666667 31.33333333]",[],[],"[19.34769581 17.61628035 18.61003314 23.58671943  6.80685929 21.63330765
 33.56088994 27.73084925 36.61056314 21.63330765 10.78579312 25.50163393
 15.71623365 29.19474839 23.18045153]","[ 374.33333333  310.33333333  346.33333333  556.33333333   46.33333333
  468.         1126.33333333  769.         1340.33333333  468.
  116.33333333  650.33333333  247.          852.33333333  537.33333333]",[],[],[],"[ 4.33333333  5.33333333 14.         20.33333333 19.33333333 19.33333333
 11.66666667 28.33333333 12.33333333  4.33333333  8.66666667 16.33333333
  3.66666667 26.66666667 18.33333333]","[3.33333333e-01 2.33333333e+00 1.39000000e+02 3.94333333e+02
 4.63333333e+01 1.32333333e+02 9.43333333e+01 4.82333333e+02
 6.63333333e+01 1.23333333e+01 1.16333333e+02 3.36333333e+02
 9.33333333e+00 4.22333333e+02 7.09333333e+02]","[ 0.57735027  1.52752523 11.78982612 19.85782801  6.80685929 11.50362262
  9.71253486 21.96208855  8.14452782  3.51188458 10.78579312 18.33939294
  3.05505046 20.55075019 26.63331247]","[-80000000000.0, -0.22727272727169423, -0.45000000000224993, -0.799999999996, 110000000000.0, 0.65000000000325, 0.052631578947645426, -0.9473684210576176, 0.23809523809410432, 0.4736842105288088, 15.9999999984, 11.0000000011, -0.2999999999985, 1.00000000005]",[81. 95. 48. 97. 61. 52. 40. 39. 97. 62. 73. 87. 97. 69. 89.],0
61,[],[],"[ 16.   9.   3.  -1.  33.  13.  -1.  23. -14.   9.  26.   6.   6.  -7.
   4.]",[16.  9.  3.  1. 33. 13.  1. 23. 14.  9. 26.  6.  6.  7.  4.],1.0,neut,5c871b467e3a9f00012450d9,61,[],[71. 56. 44. 58. 57. 50. 63. 48. 50. 55. 48. 50. 55. 49. 51.],[],[ -7.  -6.  -2.  32. -20. -12.  22.  -9.  -5.  17. -20.   0.   1.  -3.],[],"[ 40.          35.          76.66666667  60.         130.
  86.66666667  50.          88.33333333  58.33333333  56.66666667
  73.33333333  61.66666667  36.66666667  68.33333333  45.        ]",[],[],"[26.45751311 13.22875656 30.55050463 40.         10.         41.63331999
 36.05551275 55.75242895 45.36885863 23.09401077 11.54700538 37.5277675
 20.20725942 38.83726733 30.41381265]","[ 700.          175.          933.33333333 1600.          100.
 1733.33333333 1300.         3108.33333333 2058.33333333  533.33333333
  133.33333333 1408.33333333  408.33333333 1508.33333333  925.        ]",[],[],[],"[ 8.66666667  5.66666667  7.66666667  4.66666667 23.         11.33333333
 10.66666667 10.          7.         13.66666667 19.33333333  5.66666667
  4.66666667 12.66666667 13.33333333]","[ 56.33333333   8.33333333  52.33333333  10.33333333 100.
  14.33333333  72.33333333 127.          37.          16.33333333
 133.33333333   2.33333333   1.33333333 156.33333333 146.33333333]","[ 7.5055535   2.88675135  7.23417814  3.21455025 10.          3.7859389
  8.50490055 11.26942767  6.08276253  4.04145188 11.54700538  1.52752523
  1.15470054 12.50333289 12.09683154]","[7.5000000003750005, -0.666666666662963, -0.736842105267036, -0.04999999999975, -70000000000.0, -0.6190476190505668, 0.7500000000037499, -0.1000000000005, 0.23809523809410432, 0.35000000000174997, 20000000000.0, 4.9999999995, -0.2999999999985, -1.00000000005]",[69. 74. 25. 78. 57. 29. 43. 28. 71. 35. 48. 51. 75. 47. 70.],0
62,[],[],"[ -9.   2. -29.   1. -27. -42.   0. -32.  -4.   4.  -4.  -1. -12. -58.
  -1.]",[ 9.  2. 29.  1. 27. 42.  0. 32.  4.  4.  4.  1. 12. 58.  1.],10.0,neut,5c87d68fe5bc060001ee8498,62,[],[94. 97. 77. 88. 58. 84. 75. 68. 80. 90. 81. 90. 91. 75. 81.],[],[ -7.  27. -28.  26.  15. -42.  32. -28.   0.   0.  -3.  11.  46. -57.],[],"[31.         33.33333333 60.66666667 47.33333333 76.         55.
 45.66666667 59.33333333 45.33333333 41.66666667 45.         48.33333333
 27.66666667 39.66666667 38.        ]",[],[],"[12.489996   19.65536398 15.30795    24.11085509  5.29150262 13.22875656
 25.54081701 27.13546265 22.36813209 15.27525232  5.         24.33789912
 12.50333289 17.03917056 26.96293753]","[156.         386.33333333 234.33333333 581.33333333  28.
 175.         652.33333333 736.33333333 500.33333333 233.33333333
  25.         592.33333333 156.33333333 290.33333333 727.        ]",[],[],[],"[ 5.          1.33333333 11.66666667 14.         31.         34.33333333
 15.         23.66666667 15.33333333  4.66666667  9.         13.
  5.         38.66666667 14.33333333]","[  21.            1.33333333  229.33333333  399.           28.
  316.33333333  325.          208.33333333  537.33333333   16.33333333
   25.          432.           37.         1064.33333333  422.33333333]","[ 4.58257569  1.15470054 15.14375559 19.97498436  5.29150262 17.7857621
 18.02775638 14.43375673 23.18045153  4.04145188  5.         20.78460969
  6.08276253 32.62412195 20.55075019]","[-3.0000000003, -6.666666666444445, -0.5238095238120181, -2.499999999979167, 260000000000.0, 0.45000000000224993, 0.368421052633518, -0.6000000000029999, 0.5263157894709142, 0.5000000000027778, 90000000000.0, 10000000000.0, -1.7777777777580246, 5.9999999994]","[ 93. 100.  56. 100.  58.  64.  56.  48.  99.  72.  81.  90. 100.  76.
 100.]",0
63,[],[],"[-19.  -6. -67.  -9. -57. -79.  -9. -62. -29.  -3. -29. -29. -19. -57.
  -3.]",[19.  6. 67.  9. 57. 79.  9. 62. 29.  3. 29. 29. 19. 57.  3.],13.0,neut,5c884b29c2ceec001719b1e4,63,[],[71. 70. 75. 59. 61. 65. 55. 50. 51. 49. 51. 52. 50. 50. 52.],[],[-13.  61. -58.  48.  22. -70.  53. -33. -26.  26.   0. -10.  38. -54.],[],"[21.         18.33333333 26.66666667 21.66666667 43.33333333 19.33333333
 22.33333333 32.33333333 25.         20.         25.         26.66666667
 21.66666667 38.33333333 21.        ]",[],[],"[12.28820573  5.77350269 11.54700538  9.07377173  7.63762616  8.08290377
 15.37313674 17.7857621  10.          2.          0.         12.58305739
 11.93035345 20.20725942  7.93725393]","[151.          33.33333333 133.33333333  82.33333333  58.33333333
  65.33333333 236.33333333 316.33333333 100.           4.
   0.         158.33333333 142.33333333 408.33333333  63.        ]",[],[],[],"[11.         13.66666667 45.         39.         63.66666667 70.
 38.33333333 46.         35.66666667 23.         29.         34.
 10.33333333 40.         28.66666667]","[  52.          176.33333333  363.         1204.           58.33333333
  613.          841.33333333 1033.         1122.33333333  301.
    0.          949.           65.33333333  867.         1754.33333333]","[ 7.21110255 13.27905619 19.05255888 34.69870315  7.63762616 24.75883681
 29.00574656 32.14031736 33.50124376 17.34935157  0.         30.8058436
  8.08290377 29.44486373 41.88476254]","[0.500000000025, 0.23809523809410432, 0.8421052631623268, 0.10526315789418283, 40000000000.0, 0.4545454545475206, 0.25000000000125, -0.04761904761927437, -0.10526315789418283, -0.11111111111172839, 0.9999999999, 2.0000000002, 0.0, 1.9999999998]",[69. 91. 56. 78. 61. 43. 35. 29. 70. 31. 52. 51. 71. 51. 71.],0
